time,quote,title,author
03:47,I stayed awake until 3:47. That was the last time I looked at my watch before I fell asleep. It has a luminous face and lights up if you press a button so I could read it in the dark. I was cold and I was frightened Father might come out and find me. But I felt safer in the garden because I was hidden.,The Curious Incident of the Dog in the Night-time,Mark Haddon
03:51,"I lacked the will and physical strength to get out of bed and move through the dark house, clutching walls and stair rails. To feel my way, reinhabit my body, re-enter the world. Sweat trickled down my ribs. The digital reading on the clock-radio was 3:51. Always odd numbered at times like this. What does it mean? Is death odd-numbered?",White Noise,Don DeLillo
03:58,The clock atop the clubhouse reads 3:58.,Underworld,Don Delillo
04:00,"Waking at four to soundless dark, I stare",Aubade (poem),Philip Larkin
04:00,"The night before Albert Kessler arrived in Santa Teresa, at four in the morning, Sergio Gonzalez Rodriguez got a call from Azucena Esquivel Plata, reporter and PRI congresswoman.","2666, p 583, hardback UK edn",Roberto Bolano
04:00,"When he noticed that the chefs from the grand hotels and restaurants - a picky, impatient bunch - tended to move around from seller to seller, buying apples here and broccoli there, he asked if he could have tea available for them. Tommy agreed, and the chefs, grateful for a hot drink at four in the morning, lingered and bought.",The Tea Rose,Jennifer Donnelly
04:00,"""Nothing happened,"" he said wanly. ""I waited, and about four o'clock she came to the window and stood there for a minute and then turned out the light.""",The Great Gatsby,F. Scott Fitzgerald
04:00,"Waking at four to soundless dark, I stare. In time the curtain-edges will grow light. Till then I see what's really always there: Unresting death, a whole day nearer now, Making all thought impossible but how And where and when I shall myself die.",Aubade,Philip Larkin
04:00,"I looked at the clock and it was (yes, you guessed it) four am. I should have taken comfort from the fact that approximately quarter of the Greenwich Mean Time world had just jolted awake also and were lying, staring miserably into the darkness, worrying ...""",Watermelon,Marian Keyes
04:00,"Waking at four to soundless dark, I stare. In time the curtain-edges will grow light. Till then I see what's really always there: Unresting death, a whole day nearer now, Making all thought impossible but how And where and when I shall myself die.",Aubade,Philip Larkin
04:00,The Birds begun at Four o'clock— Their period for Dawn—,,Emily Dickinson
04:00,"Suddenly, he started to cry. Curled up on the sofa he sobbed loudly. Michel looked at his watch; it was just after 4am. On the screen a wild cat had a rabbit in its mouth.",Atomised,Michel Houellebecq
04:00,"It's four in the morning, the end of December. I'm writing you now just to see if you're better. New York is cold but I like where I'm living. There's music on Clinton Street all through the evening",Famous Blue Raincoat (from 'Stranger Music'),Leonard Cohen
04:00,"Certain facts were apparent: dark; cold; thundering boots; quilts; pillow; light under the door – the materials of reality - but I could not pin these materials down in time. And the raw materials of reality without that glue of time are materials adrift and reality is as meaningless as the balsa parts of a model airplane scattered to the wind...I am in my old room, yes, in the dark, certainly, and it is cold, obviously, but what time is it? ""Nearly four, son."" But I mean what time?",Sometimes a Great Notion,Ken Kesey
04:12,"Finally, she signalled with her light that she'd made it to the top. I signalled back, then shined the light downward to see how far the water had risen. I couldn't make out a thing. My watch read four-twelve in the morning. Not yet dawn. The morning papers still not delivered, trains not yet running, citizens of the surface world fast asleep, oblivious to all this. I pulled the rope taut with both hands, took a deep breath, then slowly began my climb.",Hard Boiled Wonderland and the End of the World,Haruki Murakami
04:12,"Finally, she signaled with her light that she'd made it to the top. I signaled back, then shined the light downward to see how far the water had risen. I couldn't make out a thing. My watch read four-twelve in the morning. Not yet dawn. The morning papers still not delivered, trains not yet running, citizens of the surface world fast asleep, oblivious to all this. I pulled the rope taut with both hands, took a deep breath, then slowly began my climb.",Hard Boiled Wonderland and the End of the World,Haruki Murakami
04:16,"I stooped to pick up my watch from the floor. Four-sixteen. Another hour until dawn. I went to the telephone and dialled my own number. It'd been a long time since I'd called home, so I had to struggle to remember the number. I let it ring fifteen times; no answer. I hung up, dialled again, and let it ring another fifteen times. Nobody.",Hard Boiled Wonderland and the End of the World,Haruki Murakami
04:18,"Somebody had drilled a hole in my head and was stuffing it full of something like string. An awfully long string apparently, because the reel kept unwinding into my head. I was flailing my arms, yanking at it, but try as I might the string kept coming in. I sat up and ran my hands over my head. But there was no string. No holes either. A bell was ringing. Ringing, ringing, ringing. I grabbed the alarm clock, threw it on my lap, and slapped the red and black buttons with both hands. The ringing didn't stop. The telephone! The clock read four-eighteen. It was dark outside. Four-eighteen a.m.I got out of bed and picked up the receiver. ""Hello?"" I said.No sound came from the other end of the line.",Hard Boiled Wonderland and the End of the World,Haruki Murakami
04:18,"Somebody had drilled a hole in my head and was stuffing it full of something like string. An awfully long string apparently, because the reel kept unwinding into my head. I was flailing my arms, yanking at it, but try as I might the string kept coming in. I sat up and ran my hands over my head. But there was no string. No holes either. A bell was ringing. Ringing, ringing, ringing. I grabbed the alarm clock, threw it on my lap, and slapped the red and black buttons with both hands. The ringing didn't stop. The telephone! The clock read four-eighteen. It was dark outside. Four-eighteen a.m. I got out of bed and picked up the receiver. ""Hello?"" I said.No sound came from the other end of the line.",Hard Boiled,Haruki Murakami
04:23,Her chip pulsed the time. 04:23:04. It had been a long day.,Neuromancer,William Gibson
04:25,As I dressed I glanced at my watch. It was no wonder that no one was stirring. It was twenty-five minutes past four.,The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle
04:30,"Tonight Clenette H. and the deeply whacked out Yolanda W. come back in from Footprints around 2315 in purple skirts and purple lipstick and ironed hair, tottering on heels and telling each other what a wicked time they just had. Hester Thrale undulates in in a false fox jacket at 2330 as usual even though she has to be up at like 0430 for the breakfast shift at the Provident Nursing Home and sometimes eats breakfast with Gately, both their faces nodding perilously close to their Frosted Flakes.",Infinite Jest,David Foster Wallace
04:30,"At the end of a relationship, it is the one who is not in love who makes the tender speeches. I was overwhelmed by a sense of betrayal, betrayal because a union in which I had invested so much had been declared bankrupt without my feeling it to be so. Chloe had not given it a chance, I argued with myself, knowing the hopelessness of these inner courts announcing hollow verdicts at four thirty in the morning.",Essays on Love,Alain de Botton
04:45,"He lies still in the darkness and listens. His wife's breathing at his side is so faint that he can scarcely hear it. One of these mornings she'll be lying dead beside me and I won't even notice, he thinks. Or maybe it'll be me. Daybreak will reveal that one of us has been left alone. He checks the clock on the table next to the bed. The hands glow and register 4:45 a.m.",Faceless Killers,Henning Mankell
